"","Country.Other","TotalCases","NewCases","TotalDeaths","NewDeaths","TotalRecovered","ActiveCases","Serious.Critical","TotalTests","Tests.1M.pop","Date","pop_size_M","start_date","cases_per_1M","deaths_per_1M","critical_per_1M"
"432","Denmark",4077,"320",161,"22","1283","2633",142,"45270","7816","405",5.8,303,702.931034482759,27.7586206896552,24.4827586206897
"433","Denmark",4369,"292",179,"18","1327","2863",142,"49249","8503","406",5.8,303,753.275862068966,30.8620689655172,24.4827586206897
"434","Denmark",4681,"312",187,"8","1378","3116",144,"52936","9139","407",5.8,303,807.068965517241,32.2413793103448,24.8275862068966
"435","Denmark",5071,"390",203,"16","1491","3377",127,"58419","10086","408",5.8,303,874.310344827586,35,21.8965517241379
"436","Denmark",5402,"331",218,"15","1621","3563",127,"64002","11050","409",5.8,303,931.379310344828,37.5862068965517,21.8965517241379
"437","Denmark",5635,"233",237,"19","1736","3662",120,"64002","11050","410",5.8,303,971.551724137931,40.8620689655172,20.6896551724138
"438","Denmark",5819,"184",247,"10","1773","3799",113,"64731","11176","411",5.8,303,1003.27586206897,42.5862068965517,19.4827586206897
"439","DominicanRepublic",1,"1",NA,NA,"1",NA,NA,"-1","-1","301",10.84,314,0.0922509225092251,NA,NA
"440","DominicanRepublic",1,NA,NA,NA,"1",NA,NA,"-1","-1","302",10.84,314,0.0922509225092251,NA,NA
"441","DominicanRepublic",1,NA,NA,NA,"1",NA,NA,"-1","-1","303",10.84,314,0.0922509225092251,NA,NA
"442","DominicanRepublic",1,NA,NA,NA,"1",NA,NA,"-1","-1","304",10.84,314,0.0922509225092251,NA,NA
"443","DominicanRepublic",1,NA,NA,NA,"1",NA,NA,"-1","-1","305",10.84,314,0.0922509225092251,NA,NA
"444","DominicanRepublic",2,"1",NA,NA,"2",NA,NA,"-1","-1","306",10.84,314,0.18450184501845,NA,NA
"445","DominicanRepublic",2,NA,NA,NA,NA,"2",NA,"-1","-1","307",10.84,314,0.18450184501845,NA,NA
"446","DominicanRepublic",5,"3",NA,NA,NA,"5",NA,"-1","-1","308",10.84,314,0.461254612546125,NA,NA
"447","DominicanRepublic",5,NA,NA,NA,NA,"5",NA,"-1","-1","309",10.84,314,0.461254612546125,NA,NA
"448","DominicanRepublic",5,NA,NA,NA,NA,"5",NA,"-1","-1","310",10.84,314,0.461254612546125,NA,NA
"449","DominicanRepublic",5,NA,NA,NA,NA,"5",NA,"-1","-1","311",10.84,314,0.461254612546125,NA,NA
"450","DominicanRepublic",5,NA,NA,NA,NA,"5",NA,"-1","-1","312",10.84,314,0.461254612546125,NA,NA
"451","DominicanRepublic",5,NA,NA,NA,NA,"5",NA,"-1","-1","313",10.84,314,0.461254612546125,NA,NA
"452","DominicanRepublic",11,"6",NA,NA,NA,"11",NA,"-1","-1","314",10.84,314,1.01476014760148,NA,NA
"453","DominicanRepublic",11,NA,NA,NA,NA,"11",NA,"-1","-1","315",10.84,314,1.01476014760148,NA,NA
"454","DominicanRepublic",21,"10",NA,NA,NA,"21",NA,"-1","-1","316",10.84,314,1.93726937269373,NA,NA
"455","DominicanRepublic",21,NA,1,NA,NA,"20",NA,"-1","-1","317",10.84,314,1.93726937269373,0.0922509225092251,NA
"456","DominicanRepublic",34,"13",2,"1",NA,"32",NA,"-1","-1","319",10.84,314,3.13653136531365,0.18450184501845,NA
"457","DominicanRepublic",34,NA,2,NA,NA,"32",NA,"-1","-1","320",10.84,314,3.13653136531365,0.18450184501845,NA
"458","DominicanRepublic",72,"38",2,NA,NA,"70",NA,"-1","-1","321",10.84,314,6.64206642066421,0.18450184501845,NA
"459","DominicanRepublic",112,"40",3,"1",NA,"109",NA,"-1","-1","322",10.84,314,10.3321033210332,0.276752767527675,NA
"460","DominicanRepublic",202,"90",3,NA,NA,"199",NA,"-1","-1","323",10.84,314,18.6346863468635,0.276752767527675,NA
"461","DominicanRepublic",245,"43",3,NA,"3","239",NA,"-1","-1","324",10.84,314,22.6014760147601,0.276752767527675,NA
"462","DominicanRepublic",312,"67",6,"3","3","303",NA,"-1","-1","325",10.84,314,28.7822878228782,0.553505535055351,NA
"463","DominicanRepublic",392,"80",10,"4","3","379",NA,"-1","-1","326",10.84,314,36.1623616236162,0.922509225092251,NA
"464","DominicanRepublic",488,"96",10,NA,"3","475",NA,"-1","-1","327",10.84,314,45.0184501845018,0.922509225092251,NA
"465","DominicanRepublic",581,"93",20,"10","3","558",NA,"29","-1","328",10.84,314,53.5977859778598,1.8450184501845,NA
"466","DominicanRepublic",719,"138",28,"8","3","688",NA,"29","-1","329",10.84,314,66.3284132841328,2.5830258302583,NA
"467","DominicanRepublic",859,"140",39,"11","3","817",NA,"29","-1","330",10.84,314,79.2435424354244,3.59778597785978,NA
"468","DominicanRepublic",901,"42",42,"3","4","855",NA,"29","-1","331",10.84,314,83.1180811808118,3.87453874538745,NA
"469","DominicanRepublic",1109,"208",51,"9","5","1053",NA,"29","-1","401",10.84,314,102.306273062731,4.70479704797048,NA
"470","DominicanRepublic",1284,"175",57,"6","9","1218",NA,"-1","-1","402",10.84,314,118.450184501845,5.25830258302583,NA
"471","DominicanRepublic",1380,"96",60,"3","16","1304",147,"-1","-1","403",10.84,314,127.306273062731,5.53505535055351,13.5608856088561
"472","DominicanRepublic",1488,"108",68,"8","16","1404",147,NA,NA,"404",10.84,314,137.269372693727,6.27306273062731,13.5608856088561
"473","DominicanRepublic",1578,"90",77,"9","17","1484",147,"4542","419","405",10.84,314,145.571955719557,7.10332103321033,13.5608856088561
"474","DominicanRepublic",1745,"167",82,"5","17","1646",147,"4542","419","406",10.84,314,160.977859778598,7.56457564575646,13.5608856088561
"475","DominicanRepublic",1828,"83",86,"4","33","1709",147,"4542","419","407",10.84,314,168.634686346863,7.93357933579336,13.5608856088561
"476","DominicanRepublic",1956,"128",98,"12","36","1822",147,"4542","419","408",10.84,314,180.442804428044,9.04059040590406,13.5608856088561
"477","DominicanRepublic",2111,"155",108,"10","50","1953",147,"4542","419","409",10.84,314,194.741697416974,9.96309963099631,13.5608856088561
"478","DominicanRepublic",2349,"238",118,"10","80","2151",147,"7151","659","410",10.84,314,216.69741697417,10.8856088560886,13.5608856088561
"479","DominicanRepublic",2620,"271",126,"8","98","2396",147,"7936","732","411",10.84,314,241.69741697417,11.6236162361624,13.5608856088561
"480","Ecuador",1,"1",NA,NA,"1",NA,1,"-1","-1","229",17.57,313,0.0569151963574274,NA,0.0569151963574274
"481","Ecuador",6,"5",NA,NA,"6",NA,1,"-1","-1","301",17.57,313,0.341491178144565,NA,0.0569151963574274
"482","Ecuador",6,NA,NA,NA,"6",NA,1,"-1","-1","302",17.57,313,0.341491178144565,NA,0.0569151963574274
"483","Ecuador",7,"1",NA,NA,"7",NA,1,"-1","-1","303",17.57,313,0.398406374501992,NA,0.0569151963574274
"484","Ecuador",10,"3",NA,NA,"10",NA,1,"-1","-1","304",17.57,313,0.569151963574274,NA,0.0569151963574274
"485","Ecuador",13,"3",NA,NA,"13",NA,1,"-1","-1","305",17.57,313,0.739897552646557,NA,0.0569151963574274
"486","Ecuador",13,NA,NA,NA,"13",NA,1,"-1","-1","306",17.57,313,0.739897552646557,NA,0.0569151963574274
"487","Ecuador",14,"1",NA,NA,NA,"14",1,"-1","-1","307",17.57,313,0.796812749003984,NA,0.0569151963574274
"488","Ecuador",14,NA,NA,NA,NA,"14",1,"-1","-1","308",17.57,313,0.796812749003984,NA,0.0569151963574274
"489","Ecuador",15,"1",NA,NA,NA,"15",1,"-1","-1","309",17.57,313,0.853727945361411,NA,0.0569151963574274
"490","Ecuador",15,NA,NA,NA,NA,"15",1,"-1","-1","310",17.57,313,0.853727945361411,NA,0.0569151963574274
"491","Ecuador",17,NA,NA,NA,NA,"17",1,"-1","-1","311",17.57,313,0.967558338076266,NA,0.0569151963574274
"492","Ecuador",17,NA,NA,NA,NA,"17",1,"-1","-1","312",17.57,313,0.967558338076266,NA,0.0569151963574274
"493","Ecuador",19,"2",NA,NA,NA,"19",1,"-1","-1","313",17.57,313,1.08138873079112,NA,0.0569151963574274
"494","Ecuador",28,"5",1,NA,NA,"27",1,"-1","-1","314",17.57,313,1.59362549800797,0.0569151963574274,0.0569151963574274
"495","Ecuador",37,"9",2,NA,NA,"35",1,"-1","-1","315",17.57,313,2.10586226522482,0.113830392714855,0.0569151963574274
"496","Ecuador",58,"21",2,NA,NA,"56",2,"-1","-1","316",17.57,313,3.30108138873079,0.113830392714855,0.113830392714855
"497","Ecuador",111,"53",2,NA,NA,"109",2,"-1","-1","317",17.57,313,6.31758679567444,0.113830392714855,0.113830392714855
"498","Ecuador",168,"57",3,"1","1","164",2,"-1","-1","319",17.57,313,9.56175298804781,0.170745589072282,0.113830392714855
"499","Ecuador",260,"92",3,NA,"1","256",2,"-1","-1","320",17.57,313,14.7979510529311,0.170745589072282,0.113830392714855
"500","Ecuador",426,"166",7,"4","3","416",2,"-1","-1","321",17.57,313,24.2458736482641,0.398406374501992,0.113830392714855
"501","Ecuador",532,"106",7,NA,"3","522",2,"-1","-1","322",17.57,313,30.2788844621514,0.398406374501992,0.113830392714855
"502","Ecuador",789,"257",14,"7","3","772",2,"-1","-1","323",17.57,313,44.9060899260102,0.796812749003984,0.113830392714855
"503","Ecuador",981,"192",18,"4","3","960",2,"-1","-1","324",17.57,313,55.8338076266363,1.02447353443369,0.113830392714855
"504","Ecuador",1082,"101",27,"9","3","1052",2,"-1","-1","325",17.57,313,61.5822424587365,1.53671030165054,0.113830392714855
"505","Ecuador",1211,"129",29,"2","3","1179",2,"-1","-1","326",17.57,313,68.9243027888446,1.6505406943654,0.113830392714855
"506","Ecuador",1403,"192",34,"5","3","1366",58,"-1","-1","327",17.57,313,79.8520204894707,1.93511667615253,3.30108138873079
"507","Ecuador",1627,"224",41,"7","3","1583",58,"28","-1","328",17.57,313,92.6010244735344,2.33352305065452,3.30108138873079
"508","Ecuador",1823,"196",48,"7","3","1772",58,"28","-1","329",17.57,313,103.75640295959,2.73192942515652,3.30108138873079
"509","Ecuador",1924,"101",58,"10","3","1863",58,"28","-1","330",17.57,313,109.50483779169,3.30108138873079,3.30108138873079
"510","Ecuador",1966,"42",62,"4","3","1901",58,"28","-1","331",17.57,313,111.895276038702,3.5287421741605,3.30108138873079
"511","Ecuador",2302,"336",79,"17","58","2165",100,"28","-1","401",17.57,313,131.018782014798,4.49630051223677,5.69151963574274
"512","Ecuador",2758,"456",98,"19","58","2602",100,"-1","-1","402",17.57,313,156.972111553785,5.57768924302789,5.69151963574274
"513","Ecuador",3163,"405",120,"22","65","2978",100,"-1","-1","403",17.57,313,180.022766078543,6.82982356289129,5.69151963574274
"514","Ecuador",3368,"205",145,"25","65","3158",100,"8251","468","404",17.57,313,191.690381331816,8.25270347182698,5.69151963574274
"515","Ecuador",3465,"97",172,"27","100","3193",100,"11309","641","405",17.57,313,197.211155378486,9.78941377347752,5.69151963574274
"516","Ecuador",3646,"181",180,"8","100","3366",100,"12386","702","406",17.57,313,207.51280591918,10.2447353443369,5.69151963574274
"517","Ecuador",3747,"101",191,"11","100","3456",156,"13039","739","407",17.57,313,213.261240751281,10.8708025042686,8.87877063175868
"518","Ecuador",3995,"248",220,"29","140","3635",156,"14406","817","408",17.57,313,227.376209447923,12.521343198634,8.87877063175868
"519","Ecuador",4450,"455",242,"22","140","4068",146,"14406","817","409",17.57,313,253.272623790552,13.7734775184974,8.30961866818441
"520","Ecuador",4965,"515",272,"30","339","4354",139,"19102","1083","410",17.57,313,282.583949914627,15.4809334092203,7.91121229368241
"521","Ecuador",7161,"2196",297,"25","368","6496",171,"21568","1222","411",17.57,313,407.569721115538,16.9038133181559,9.73249857712009
"522","Finland",1,NA,NA,NA,"1",NA,NA,"-1","-1","222",5.5,301,0.181818181818182,NA,NA
"523","Finland",1,NA,NA,NA,"1",NA,NA,"-1","-1","223",5.5,301,0.181818181818182,NA,NA
"524","Finland",1,NA,NA,NA,"1",NA,NA,"-1","-1","224",5.5,301,0.181818181818182,NA,NA
"525","Finland",1,NA,NA,NA,"1",NA,NA,"-1","-1","225",5.5,301,0.181818181818182,NA,NA
"526","Finland",2,"1",NA,NA,"1",NA,NA,"-1","-1","226",5.5,301,0.363636363636364,NA,NA
"527","Finland",2,NA,NA,NA,"1",NA,NA,"-1","-1","227",5.5,301,0.363636363636364,NA,NA
"528","Finland",3,"1",NA,NA,"2","1",NA,"-1","-1","228",5.5,301,0.545454545454545,NA,NA
"529","Finland",3,NA,NA,NA,"2","1",NA,"-1","-1","229",5.5,301,0.545454545454545,NA,NA
"530","Finland",6,"3",NA,NA,"5","1",NA,"-1","-1","301",5.5,301,1.09090909090909,NA,NA
"531","Finland",6,NA,NA,NA,"5","1",NA,"-1","-1","302",5.5,301,1.09090909090909,NA,NA
"532","Finland",7,NA,NA,NA,"6","1",NA,"-1","-1","303",5.5,301,1.27272727272727,NA,NA
"533","Finland",7,NA,NA,NA,"6","1",NA,"-1","-1","304",5.5,301,1.27272727272727,NA,NA
"534","Finland",12,"5",NA,NA,"11","1",NA,"-1","-1","305",5.5,301,2.18181818181818,NA,NA
"535","Finland",15,"3",NA,NA,"14","1",NA,"-1","-1","306",5.5,301,2.72727272727273,NA,NA
"536","Finland",19,"4",NA,NA,"1","18",NA,"-1","-1","307",5.5,301,3.45454545454545,NA,NA
"537","Finland",25,"6",NA,NA,"1","24",NA,"-1","-1","308",5.5,301,4.54545454545455,NA,NA
"538","Finland",33,"8",NA,NA,"1","32",NA,"-1","-1","309",5.5,301,6,NA,NA
"539","Finland",40,"7",NA,NA,"1","39",NA,"-1","-1","310",5.5,301,7.27272727272727,NA,NA
"540","Finland",59,"19",NA,NA,"1","58",NA,"-1","-1","311",5.5,301,10.7272727272727,NA,NA
"541","Finland",109,"44",NA,NA,"1","108",NA,"-1","-1","312",5.5,301,19.8181818181818,NA,NA
"542","Finland",155,"46",NA,NA,"1","154",NA,"-1","-1","313",5.5,301,28.1818181818182,NA,NA
"543","Finland",225,"70",NA,NA,"10","215",NA,"-1","-1","314",5.5,301,40.9090909090909,NA,NA
"544","Finland",244,"19",NA,NA,"10","234",NA,"-1","-1","315",5.5,301,44.3636363636364,NA,NA
"545","Finland",278,"34",NA,NA,"10","268",1,"-1","-1","316",5.5,301,50.5454545454545,NA,0.181818181818182
"546","Finland",322,"44",NA,NA,"10","312",2,"-1","-1","317",5.5,301,58.5454545454545,NA,0.363636363636364
"547","Finland",359,"37",NA,NA,"10","349",2,"-1","-1","319",5.5,301,65.2727272727273,NA,0.363636363636364
"548","Finland",400,"41",NA,NA,"10","390",2,"-1","-1","320",5.5,301,72.7272727272727,NA,0.363636363636364
"549","Finland",450,"50",NA,NA,"10","440",2,"-1","-1","321",5.5,301,81.8181818181818,NA,0.363636363636364
"550","Finland",523,"73",1,"1","10","512",2,"-1","-1","322",5.5,301,95.0909090909091,0.181818181818182,0.363636363636364
"551","Finland",626,"103",1,NA,"10","615",12,"-1","-1","323",5.5,301,113.818181818182,0.181818181818182,2.18181818181818
"552","Finland",700,"74",1,NA,"10","689",13,"-1","-1","324",5.5,301,127.272727272727,0.181818181818182,2.36363636363636
"553","Finland",792,"92",1,NA,"10","781",11,"-1","-1","325",5.5,301,144,0.181818181818182,2
"554","Finland",880,"88",3,"2","10","867",22,"-1","-1","326",5.5,301,160,0.545454545454545,4
"555","Finland",958,"78",5,"2","10","943",24,"-1","-1","327",5.5,301,174.181818181818,0.909090909090909,4.36363636363636
"556","Finland",1041,"83",7,"2","10","1024",32,"28","-1","328",5.5,301,189.272727272727,1.27272727272727,5.81818181818182
"557","Finland",1167,"126",9,"2","10","1148",32,"28","-1","329",5.5,301,212.181818181818,1.63636363636364,5.81818181818182
"558","Finland",1240,"73",11,"2","10","1219",32,"28","-1","330",5.5,301,225.454545454545,2,5.81818181818182
"559","Finland",1352,"112",13,"2","10","1329",49,"28","-1","331",5.5,301,245.818181818182,2.36363636363636,8.90909090909091
"560","Finland",1418,"66",17,"4","10","1391",56,"28","-1","401",5.5,301,257.818181818182,3.09090909090909,10.1818181818182
"561","Finland",1446,"28",17,NA,"10","1419",62,"-1","-1","402",5.5,301,262.909090909091,3.09090909090909,11.2727272727273
"562","Finland",1518,"72",19,"2","300","1199",65,"-1","-1","403",5.5,301,276,3.45454545454545,11.8181818181818
"563","Finland",1615,"97",20,"1","300","1295",72,"24200","4368","404",5.5,301,293.636363636364,3.63636363636364,13.0909090909091
"564","Finland",1882,"267",25,"5","300","1557",72,"29000","5234","405",5.5,301,342.181818181818,4.54545454545455,13.0909090909091
"565","Finland",1927,"45",28,"3","300","1599",73,"31714","5724","406",5.5,301,350.363636363636,5.09090909090909,13.2727272727273
"566","Finland",2176,"249",27,NA,"300","1849",81,"32800","5920","407",5.5,301,395.636363636364,4.90909090909091,14.7272727272727
"567","Finland",2308,"132",34,"7","300","1974",81,"34900","6299","408",5.5,301,419.636363636364,6.18181818181818,14.7272727272727
"568","Finland",2487,"179",40,"6","300","2147",82,"36500","6588","409",5.5,301,452.181818181818,7.27272727272727,14.9090909090909
"569","Finland",2605,"118",42,"2","300","2263",82,"39000","7039","410",5.5,301,473.636363636364,7.63636363636364,14.9090909090909
"570","Finland",2769,"164",48,"6","300","2421",82,"41200","7436","411",5.5,301,503.454545454545,8.72727272727273,14.9090909090909
"571","France",12,NA,1,NA,"10",NA,NA,"-1","-1","222",65.27,229,0.183851692967673,0.0153209744139727,NA
"572","France",12,NA,1,NA,"10",NA,NA,"-1","-1","223",65.27,229,0.183851692967673,0.0153209744139727,NA
"573","France",12,NA,1,NA,"11",NA,NA,"-1","-1","224",65.27,229,0.183851692967673,0.0153209744139727,NA
"574","France",14,"2",1,NA,"11",NA,NA,"-1","-1","225",65.27,229,0.214493641795618,0.0153209744139727,NA
"575","France",18,"4",2,"1","11","1",NA,"-1","-1","226",65.27,229,0.275777539451509,0.0306419488279455,NA
"576","France",38,"20",2,NA,"11","1",NA,"-1","-1","227",65.27,229,0.582197027730964,0.0306419488279455,NA
"577","France",57,"19",2,NA,"44","11",1,"-1","-1","228",65.27,229,0.873295541596446,0.0306419488279455,0.0153209744139727
"578","France",100,"43",2,NA,"86","12",8,"-1","-1","229",65.27,229,1.53209744139727,0.0306419488279455,0.122567795311782
"579","France",130,"30",2,NA,"116","12",9,"-1","-1","301",65.27,229,1.99172667381645,0.0306419488279455,0.137888769725755
"580","France",191,"61",3,"1","176","12",8,"-1","-1","302",65.27,229,2.92630611306879,0.0459629232419182,0.122567795311782
"581","France",212,"21",4,"1","196","12",8,"-1","-1","303",65.27,229,3.24804657576222,0.0612838976558909,0.122567795311782
"582","France",285,"73",4,NA,"269","12",15,"-1","-1","304",65.27,229,4.36647770798223,0.0612838976558909,0.229814616209591
"583","France",423,"138",7,"3","404","12",23,"-1","-1","305",65.27,229,6.48077217711046,0.107246820897809,0.352382411521373
"584","France",653,"230",9,"2","632","12",23,"-1","-1","306",65.27,229,10.0045962923242,0.137888769725755,0.352382411521373
"585","France",949,"296",16,"7","12","921",45,"-1","-1","307",65.27,229,14.5396047188601,0.245135590623564,0.689443848628773
"586","France",1209,"260",19,"3","12","1178",45,"-1","-1","308",65.27,229,18.523058066493,0.291098513865482,0.689443848628773
"587","France",1412,"203",30,"11","12","1370",66,"-1","-1","309",65.27,229,21.6332158725295,0.459629232419182,1.0111843113222
"588","France",1784,"372",33,"3","12","1739",86,"-1","-1","310",65.27,229,27.3326183545273,0.5055921556611,1.31760379960165
"589","France",2281,"497",48,"15","12","2221",105,"-1","-1","311",65.27,229,34.9471426382718,0.735406771870691,1.60870231346714
"590","France",2876,"595",61,"13","12","2803",129,"-1","-1","312",65.27,229,44.0631224145856,0.934579439252337,1.97640569940248
"591","France",3661,"785",79,"18","12","3570",154,"-1","-1","313",65.27,229,56.0900873295542,1.21035697870385,2.3594300597518
"592","France",4469,"808",91,"12","12","4366",154,"-1","-1","314",65.27,229,68.4694346560441,1.39420867167152,2.3594300597518
"593","France",5423,"924",127,"36","12","5284",400,"-1","-1","315",65.27,229,83.0856442469741,1.94576375057454,6.12838976558909
"594","France",6633,"1210",148,"21","12","6473",400,"-1","-1","316",65.27,229,101.624023287881,2.26750421326796,6.12838976558909
"595","France",7730,"1097",175,"27","602","6953",699,"-1","-1","317",65.27,229,118.431132220009,2.68117052244523,10.7093611153669
"596","France",9134,"1404",264,"89","602","8268",931,"-1","-1","319",65.27,229,139.941780297227,4.0447372452888,14.2638271794086
"597","France",10995,"1861",372,"108","1295","9328",1122,"-1","-1","320",65.27,229,168.45411368163,5.69940248199786,17.1901332924774
"598","France",12612,"1617",450,"78","1587","10575",1297,"-1","-1","321",65.27,229,193.228129309024,6.89443848628773,19.8713038149226
"599","France",14459,"1847",562,"112","1587","12310",1525,"-1","-1","322",65.27,229,221.525969051632,8.61038762065267,23.3644859813084
"600","France",16018,"1559",674,"112","2200","13144",1746,"-1","-1","323",65.27,229,245.411368163015,10.3263367550176,26.7504213267964
"601","France",19856,"3838",860,"186","2200","16796",2082,"-1","-1","324",65.27,229,304.213267963842,13.1760379960165,31.8982687298912
"602","France",22304,"2448",1100,"240","3281","17923",2516,"-1","-1","325",65.27,229,341.719013329248,16.85307185537,38.5475716255554
"603","France",25233,"2929",1331,"231","3900","20002",2827,"-1","-1","326",65.27,229,386.594147387774,20.3922169449977,43.3123946683009
"604","France",29155,"3922",1696,"365","4948","22511",3375,"-1","-1","327",65.27,229,446.683009039375,25.9843726060978,51.708288647158
"605","France",32964,"3809",1995,"299","5700","25269",3787,"23","-1","328",65.27,229,505.040600582197,30.5653439558756,58.0205301057147
"606","France",37575,"4611",2314,"319","5700","29561",4273,"23","-1","329",65.27,229,575.685613605025,35.4527347939329,65.4665236709055
"607","France",40174,"2599",2606,"292","7202","30366",4632,"23","-1","330",65.27,229,615.50482610694,39.9264593228129,70.9667534855217
"608","France",44550,"4376",3024,"418","7927","33599",5056,"23","-1","331",65.27,229,682.549410142485,46.3306266278535,77.4628466370461
"609","France",52128,"7578",3523,"499","9444","39161",5565,"23","-1","401",65.27,229,798.65175425157,53.9757928604259,85.2612226137582
"610","France",56989,"4861",4032,"509","10935","42022",6017,"-1","-1","402",65.27,229,873.127010877892,61.774168837138,92.1863030488739
"611","France",59105,"2116",5387,"1355","12428","41290",6399,"-1","-1","403",65.27,229,905.546192737858,82.5340891680711,98.0389152750115
"612","France",82165,"23060",6507,"1120","14008","61650",6662,"101046","1548","404",65.27,229,1258.84786272407,99.6935805117206,102.068331545886
"613","France",89953,"7788",7560,"1053","15438","66955",6838,"224254","3436","405",65.27,229,1378.16761146009,115.826566569634,104.764823042746
"614","France",92839,"2886",8078,"518","16183","68578",6838,"224254","3436","406",65.27,229,1422.38394361881,123.762831316072,104.764823042746
"615","France",98010,"5171",8911,"833","17250","71849",7072,"224254","3436","407",65.27,229,1501.60870231347,136.525203002911,108.349931055615
"616","France",109069,"11059",10328,"1417","19337","79404",7131,"224254","3436","408",65.27,229,1671.04335835759,158.23502374751,109.25386854604
"617","France",112950,"3881",10869,"541","21254","80827",7148,"224254","3436","409",65.27,229,1730.50406005822,166.52367090547,109.514325111077
"618","France",117749,"4799",12210,"1341","23206","82333",7066,"333807","5114","410",65.27,229,1804.02941627087,187.069097594607,108.258005209131
"619","France",124869,"7120",13197,"987","24932","86740",7004,"333807","5114","411",65.27,229,1913.11475409836,202.190899341198,107.308104795465
"620","Germany",16,NA,NA,NA,"14",NA,NA,"-1","-1","222",83.8,301,0.190930787589499,NA,NA
"621","Germany",16,NA,NA,NA,"14",NA,NA,"-1","-1","223",83.8,301,0.190930787589499,NA,NA
"622","Germany",16,NA,NA,NA,"14",NA,NA,"-1","-1","224",83.8,301,0.190930787589499,NA,NA
"623","Germany",18,"2",NA,NA,"15","1",NA,"-1","-1","225",83.8,301,0.214797136038186,NA,NA
"624","Germany",27,"9",NA,NA,"15","2",NA,"-1","-1","226",83.8,301,0.322195704057279,NA,NA
"625","Germany",48,"21",NA,NA,"16","2",NA,"-1","-1","227",83.8,301,0.572792362768496,NA,NA
"626","Germany",60,"11",NA,NA,"44","16",2,"-1","-1","228",83.8,301,0.715990453460621,NA,0.0238663484486874
"627","Germany",79,"5",NA,NA,"63","16",2,"-1","-1","229",83.8,301,0.94272076372315,NA,0.0238663484486874
"628","Germany",130,"51",NA,NA,"114","16",2,"-1","-1","301",83.8,301,1.55131264916468,NA,0.0238663484486874
"629","Germany",165,"35",NA,NA,"149","16",2,"-1","-1","302",83.8,301,1.96897374701671,NA,0.0238663484486874
"630","Germany",196,"31",NA,NA,"180","16",2,"-1","-1","303",83.8,301,2.33890214797136,NA,0.0238663484486874
"631","Germany",262,"59",NA,NA,"246","16",2,"-1","-1","304",83.8,301,3.12649164677804,NA,0.0238663484486874
"632","Germany",545,"283",NA,NA,"528","17",2,"-1","-1","305",83.8,301,6.5035799522673,NA,0.0238663484486874
"633","Germany",670,"125",NA,NA,"653","17",8,"-1","-1","306",83.8,301,7.99522673031026,NA,0.0954653937947494
"634","Germany",800,"130",NA,NA,"18","782",9,"-1","-1","307",83.8,301,9.54653937947494,NA,0.107398568019093
"635","Germany",1040,"240",NA,NA,"18","1022",9,"-1","-1","308",83.8,301,12.4105011933174,NA,0.107398568019093
"636","Germany",1224,"184",2,"2","18","1204",9,"-1","-1","309",83.8,301,14.6062052505967,0.0238663484486874,0.107398568019093
"637","Germany",1565,"341",2,NA,"18","1545",9,"-1","-1","310",83.8,301,18.6754176610979,0.0238663484486874,0.107398568019093
"638","Germany",1908,"343",3,"1","25","1880",9,"-1","-1","311",83.8,301,22.7684964200477,0.035799522673031,0.107398568019093
"639","Germany",2745,"779",6,"3","25","2714",9,"-1","-1","312",83.8,301,32.7565632458234,0.0715990453460621,0.107398568019093
"640","Germany",3675,"930",8,"2","46","3621",9,"-1","-1","313",83.8,301,43.854415274463,0.0954653937947494,0.107398568019093
"641","Germany",4599,"924",9,"1","46","4544",9,"-1","-1","314",83.8,301,54.8806682577566,0.107398568019093,0.107398568019093
"642","Germany",5813,"1214",11,"2","46","5756",2,"-1","-1","315",83.8,301,69.3675417661098,0.13126491646778,0.0238663484486874
"643","Germany",7272,"1459",17,"4","67","7188",2,"-1","-1","316",83.8,301,86.7780429594272,0.202863961813843,0.0238663484486874
"644","Germany",9367,"2095",26,"9","67","9274",2,"-1","-1","317",83.8,301,111.778042959427,0.310262529832936,0.0238663484486874
"645","Germany",12327,"2960",28,"2","105","12194",2,"-1","-1","319",83.8,301,147.100238663485,0.334128878281623,0.0238663484486874
"646","Germany",15320,"2993",44,"16","115","15161",2,"-1","-1","320",83.8,301,182.816229116945,0.525059665871122,0.0238663484486874
"647","Germany",19848,"4528",68,"24","180","19600",2,"-1","-1","321",83.8,301,236.849642004773,0.81145584725537,0.0238663484486874
"648","Germany",22364,"2516",84,"16","209","22071",2,"-1","-1","322",83.8,301,266.873508353222,1.00238663484487,0.0238663484486874
"649","Germany",24873,"2509",94,"10","266","24513",23,"-1","-1","323",83.8,301,296.8138424821,1.12171837708831,0.274463007159905
"650","Germany",29056,"4183",123,"29","453","28480",23,"-1","-1","324",83.8,301,346.73031026253,1.46778042959427,0.274463007159905
"651","Germany",32991,"3935",159,"36","3290","29542",23,"-1","-1","325",83.8,301,393.687350835322,1.89737470167064,0.274463007159905
"652","Germany",37323,"4332",206,"47","3547","33570",23,"-1","-1","326",83.8,301,445.381861575179,2.4582338902148,0.274463007159905
"653","Germany",43938,"6615",267,"61","5673","37998",23,"-1","-1","327",83.8,301,524.319809069212,3.18615751789976,0.274463007159905
"654","Germany",50871,"6933",351,"84","6658","43862",1581,"26","-1","328",83.8,301,607.052505966587,4.18854415274463,18.8663484486874
